ID,latitude,longitude,DOY,maximum_temperature,minimum_temperature,wind_speed,precipitation,precipitation_severity,Area,Field,Crop
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,218,25.13094482,14.03530273,7.820670644,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,219,25.53096924,12.66338501,4.396041115,0.004613772,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,220,27.42473755,14.02562866,3.504229625,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,221,26.92226563,16.03634033,7.732462684,0.005273148,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,222,31.14370117,19.43996582,7.836549401,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,223,31.75911865,19.83355103,8.396950483,21.51088563,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,224,27.55861816,19.76177368,7.062390089,9.302089065,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,225,27.27715454,19.79805908,4.367076079,0.330874711,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,226,25.99797974,15.47014771,6.271247904,0.684818238,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,227,26.8795105,14.50634155,4.344112476,0.081727281,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,228,25.53823242,17.5647522,5.842814962,4.243381336,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,229,27.17150269,17.42278442,5.65631326,18.49345574,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,230,28.22805176,15.78066406,2.784833153,0.529265046,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,231,27.83526001,18.2567688,5.992558161,14.31862023,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,232,24.00661621,16.33074341,6.013834,0.467963517,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,233,21.6619812,14.63942871,9.044996977,3.959955677,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,234,23.07909546,8.712945557,5.486461202,0.083703548,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,235,29.17171631,15.46691284,9.953145464,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,236,29.14428101,19.13347778,12.27889442,0.060638413,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,237,27.0367981,15.65484009,8.615667899,0.614291057,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,238,22.02575073,13.23763428,8.368277073,0.232001767,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,239,22.44835815,9.621911621,4.280576785,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,240,22.13945923,16.16781006,7.291110118,0.139065087,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,241,29.62902222,16.53157959,9.284135858,4.759470031,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,242,29.67821655,20.22875366,9.431190848,11.41257927,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,243,26.9432312,14.1385437,4.32333676,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,244,26.66335449,13.67800293,3.834952354,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,245,26.00130615,15.26534424,6.199594577,0,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,246,24.77767334,13.99880371,10.88900578,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,247,26.82817993,16.10253296,13.6505574,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,248,25.82183228,18.16420898,12.90401371,0.114430673,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,249,24.86525879,18.89837036,8.762412588,14.77489832,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,250,24.79744873,17.58373413,7.160313725,6.745276876,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,251,22.80532227,16.53273926,7.532935778,1.545969382,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,252,24.11049805,12.30980835,7.43516167,10.14910885,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,253,22.17333374,13.92925415,6.708901604,0.067762099,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,254,21.40996704,9.183374023,8.171971242,0.537609681,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,255,28.16686401,12.98986206,7.719208598,0,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,256,25.10741577,16.55678711,9.292359988,0.189374201,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,257,17.57686768,7.669549561,9.526666284,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,258,19.96141968,5.040307617,4.982782284,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,259,20.52126465,14.59212646,8.718889554,5.021149211,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,260,22.04024658,16.42797241,5.282245715,7.224998564,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,261,22.63872681,12.05132446,6.473168373,1.713352248,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,262,26.30010376,12.73568115,6.717794855,0.002243556,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,263,25.86132202,13.74291382,6.889033238,1.138946049,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,264,22.97963867,11.63918457,5.171577851,2.846918099,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,265,21.3232666,14.1284729,9.642175714,0.718906522,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,266,20.6869751,12.08910522,10.23488522,4.699392185,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,267,19.4324585,13.88460693,10.84915221,3.865598671,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,268,24.52095947,17.54683838,13.82788603,9.338649713,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,269,21.53276978,12.05562744,11.68106023,6.818871051,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,270,19.18258057,8.181298828,13.40167542,0.029616989,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,271,17.7177063,5.669702148,10.52316201,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,272,17.12093506,7.934014893,7.43541654,0.016603619,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,273,18.85628662,8.335015869,4.58044831,0.047566369,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,274,21.5447937,8.250848389,6.282003125,0,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,275,21.95308838,9.362268066,5.668611765,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,276,24.39504395,11.26131592,6.162039598,0.358624384,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,277,24.43737183,12.89217529,10.71484443,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,278,21.4840332,14.85527954,16.35125232,10.67625184,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,279,17.76845703,7.362237549,12.56188969,36.80864212,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,280,16.21468506,3.915948486,6.848505338,0.631056711,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,281,6.399133301,1.572808838,9.819116831,5.373626933,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,282,8.627191162,0.331750488,5.411309878,0.373324379,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,283,16.1223999,-1.214422607,7.119608045,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,284,23.55245361,11.52733765,12.05220254,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,285,19.82167969,5.692285156,9.102134387,0.57078898,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,286,6.29708252,1.816003418,11.60488307,0.02200529,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,287,14.99099121,-0.539068604,6.518511454,-4.47E-05,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,288,20.69683228,6.071221924,11.13494825,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,289,19.02144775,14.01378784,8.873628616,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,290,18.53392944,5.214532471,7.316192706,0.340986997,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,291,16.94976196,9.366601563,7.214809934,4.420115665,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,292,16.55129395,8.035424805,7.473340909,0.938771293,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,293,12.95949707,4.859490967,6.971800884,0.014653429,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,294,8.395898438,-0.673712158,5.124404669,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,295,14.49697266,2.699853516,7.389481703,1.882969439,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,296,18.07357178,-0.502142334,4.925818125,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,297,13.57402954,7.046258545,10.64987814,0.001424924,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,298,12.33733521,-1.179693604,5.403759718,0.001914799,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,299,9.781365967,5.886651611,9.779996634,6.196803331,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,300,7.886682129,5.926812744,9.076007446,25.62864578,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,301,13.36123047,6.936608887,6.908590396,0.168511644,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,302,18.4503418,10.1071106,9.153440317,-4.47E-05,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,303,14.87264404,6.079919434,7.800033808,4.433833912,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,304,6.721612549,2.491387939,6.334007343,0.081783161,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,305,17.73586426,4.544610596,11.67659183,0.037685037,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,306,13.62377319,5.162561035,5.90890952,0.002121553,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,307,15.11220703,3.064263916,3.657089949,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,308,17.14473877,2.996240234,3.491074284,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,309,21.6289917,3.481256104,3.896697283,0,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,310,22.38601074,3.924981689,4.280421535,0,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,311,22.11062012,8.891992188,9.165427804,0,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,312,16.94179688,11.06948242,10.04262292,0.161156058,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,313,13.71853027,1.940423584,6.821184158,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,314,18.42577515,0.935845947,5.553651849,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,315,16.65639648,4.839227295,8.320566535,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,316,11.16311035,-0.688604736,6.616496086,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,317,14.78441772,-0.018530273,9.107236544,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,318,18.68444214,4.899438477,7.809178352,0,1,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,319,12.84221802,3.335198975,6.616633375,0,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,320,13.70961914,3.899346924,6.680842996,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,321,15.35750732,0.706170654,7.258843263,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,322,10.64022217,5.191552734,9.265540679,0.015905127,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,323,5.695489502,-1.3140625,16.3660514,27.43538731,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,324,-0.936102295,-8.524328613,10.77371025,0.027038157,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,325,-4.240759277,-11.39304199,5.787950158,0.001592562,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,326,0.357202148,-7.617895508,8.236151258,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,327,0.785333252,-0.276068115,10.74187994,1.57552585,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,328,1.011682129,0.038354492,4.416781028,1.004057005,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,329,1.123162842,-0.249304199,2.621545076,0.88054128,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,330,2.692987061,-2.09229126,3.328559478,0.794131309,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,331,5.87166748,-3.081243896,4.476825833,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,332,2.763238525,-4.033392334,7.088319659,0.015374273,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,333,7.763696289,1.542382813,13.58604757,16.04784653,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,334,2.569238281,1.440911865,6.13341411,3.86512281,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,335,1.52565918,0.618096924,9.381328464,8.520646155,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,336,1.136010742,-0.117956543,8.02297171,0.582166016,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,337,-0.224249268,-3.32980957,5.1516186,0.066384673,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,338,0.330865479,-4.423742676,5.211822669,0.122334808,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,339,2.95635376,0.465875244,9.066133897,2.453448266,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,340,2.671289063,-6.97421875,6.64378345,0.839127213,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,341,2.918847656,-8.243200684,15.31895363,3.060815826,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,342,-8.158178711,-11.43500366,15.17504907,0.778278336,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,343,-7.439306641,-10.25980225,13.45133662,1.091174781,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,344,-10.11102905,-16.38339844,7.116601547,0.035038218,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,345,-13.43411865,-20.1940979,4.95637997,0.380527228,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,346,-9.828466797,-13.23035278,6.705452998,5.081486017,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,347,-13.93295898,-21.00424805,5.650835792,1.297108844,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,348,-12.64649048,-20.95799866,7.888683796,0.026432797,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,349,-12.58896484,-18.96637573,11.68004664,0.047333539,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,350,-16.224646,-27.82797852,6.087824384,0.002458692,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,351,-11.83383789,-16.52969971,5.040586313,2.939095736,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,352,-12.17264404,-24.51613464,9.173649589,4.695419177,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,353,-20.20160522,-32.61635437,5.824416558,0.006146729,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,354,-6.019049072,-20.0940918,7.982133865,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,355,0.277093506,-6.521612549,11.0053037,0.001229346,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,356,2.580010986,-7.865606689,8.886133273,0.254504383,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,357,0.798455811,-8.470739746,7.316395084,0,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,358,1.921166992,-3.943670654,7.404996832,0.362085178,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,359,-1.488226318,-6.855444336,5.553842743,0.051636249,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,360,-0.510534668,-2.023321533,13.23750424,4.704030246,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,361,3.742730713,-9.950994873,18.14534016,9.648419783,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,362,-7.283026123,-12.43894043,7.579163631,0.076847151,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,363,0.224603271,-9.474676514,7.666619897,0.094056129,4,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,364,-1.198156738,-3.698614502,13.25077061,0.63748844,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,365,-1.404455566,-10.22855225,7.322042545,0.03073737,3,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.83845837_-96.09193576,45.83845837,-96.09193576,366,-1.723242187,-10.03601685,9.313212077,0.337490812,2,Breeding,Field_45.83845837_-96.09193576,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,1,-2.764746094,-9.941748047,8.655659993,0.094815157,3,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,2,-1.099615479,-10.84030762,7.13259383,0,3,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,3,-3.584112549,-7.065161133,6.922188282,0.078584999,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,4,-4.720159912,-18.39810791,6.26696372,0.00442937,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,5,-1.804632568,-7.635717773,11.31095064,0.003690831,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,6,-0.503942871,-7.15189209,4.885597507,0.448244609,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,7,-0.584356689,-1.550756836,3.932838202,0.986504368,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,8,-0.723852539,-12.00778809,7.05153358,0.841886736,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,9,-12.04672852,-20.86374512,10.20197868,0.124332495,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,10,-17.83635559,-29.88184204,3.70355022,0.003690831,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,11,-12.709021,-25.45322266,4.003323833,0.757772483,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,12,-14.80142822,-24.35611572,8.045133193,0.06936118,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,13,-4.730230713,-20.56088867,3.898768783,0.108096749,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,14,-4.715124512,-9.092230225,4.763454398,0.160485506,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,15,-5.083349609,-16.4803833,8.902077158,1.144032925,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,16,-15.69870605,-23.61969604,7.662761648,0.03652554,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,17,-21.03717651,-28.70555725,6.177136819,0.039110892,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,18,-16.89508667,-27.38602295,2.765060743,0.003321096,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,19,-12.42752686,-22.5615448,5.953891158,0.406553969,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,20,-5.016760254,-12.02033081,6.794649919,0.416516326,4,Breeding,Field_45.9580605_-96.145168,Corn
ID_45.9580605_-96.145168,45.9580605,-96.145168,21,-4.995397949,-8.453833008,4.276554664,0.378521159,4,Breeding,Field_45.9580605_-96.145168,Corn
